iter	Passed	Remaining
197	259	1052
198	260	1048
199	261	1044
200	261	1040
201	262	1036
202	263	1032
203	263	1028
204	264	1024
205	264	1020
206	265	1016
207	265	1012
208	266	1008
209	267	1004
210	267	1001
211	268	997
212	269	994
213	269	990
214	270	987
215	271	983
216	271	980
217	272	976
218	272	973
219	273	970
220	274	966
221	275	963
222	275	960
223	276	957
224	276	953
225	277	950
226	278	947
227	278	944
228	279	940
229	279	937
230	280	934
231	281	930
232	281	927
233	282	924
234	282	921
235	283	918
236	284	915
237	284	912
238	285	908
239	286	905
240	286	902
241	287	899
242	287	896
243	288	893
244	288	890
245	289	887
246	290	884
247	290	882
248	291	880
249	292	877
250	293	875
251	293	872
252	294	869
253	295	867
254	295	864
255	296	861
256	297	859
257	297	856
258	298	854
259	299	852
260	300	849
261	300	846
262	301	844
263	301	841
264	302	838
265	303	836
266	303	833
267	304	830
268	304	828
269	305	825
270	306	823
271	306	820
272	307	818
273	307	815
274	308	813
275	309	810
276	309	808
277	310	805
278	310	803
279	311	800
280	312	798
281	312	795
282	313	793
283	313	791
284	314	789
285	315	786
286	315	784
287	316	782
288	316	779
289	317	777
290	318	775
291	318	772
292	319	770
293	319	768
294	320	766
295	321	763
296	321	761
297	322	759
298	323	757
299	323	755
300	324	752
301	324	750
302	325	748
303	326	746
304	326	744
305	327	742
306	327	739
307	328	738
308	329	736
309	329	734
310	330	732
311	331	730
312	331	728
313	332	726
314	332	723
315	333	722
316	334	720
317	334	718
318	335	716
319	336	714
320	337	712
321	337	711
322	338	709
323	338	707
324	339	705
325	340	703
326	340	701
327	341	699
328	341	697
329	342	695
330	343	693
331	344	692
332	344	690
333	345	688
334	345	686
335	346	684
336	347	682
337	347	681
338	348	679
339	349	677
340	349	676
341	350	674
342	351	672
343	351	671
344	352	669
345	353	667
346	353	666
347	354	664
348	355	662
349	355	660
350	356	658
351	356	657
352	357	655
353	358	653
354	358	652
355	359	650
356	360	648
357	360	647
358	361	645
359	362	643
360	362	642
361	363	640
362	364	638
363	364	637
364	365	635
365	366	634
366	366	632
367	367	630
368	368	629
369	368	627
370	369	626
371	370	624
372	370	623
373	371	621
374	371	619
375	372	618
376	373	617
377	374	615
378	374	614
379	375	612
380	376	610
381	376	609
382	377	607
383	377	606
384	378	604
385	379	603
386	379	601
387	380	600
388	381	598
389	381	597
390	382	595
391	383	594
392	383	592
393	384	591
394	385	589
395	385	588
396	386	586
397	386	585
398	387	583
399	388	582
400	388	580
401	389	579
402	389	577
403	390	576
404	391	574
405	391	573
406	392	571
407	393	570
408	393	568
409	394	567
410	394	565
411	395	564
412	396	563
413	396	561
414	397	560
415	398	558
416	398	557
417	399	555
418	399	554
419	400	553
420	401	551
421	401	550
422	402	548
423	403	547
424	403	546
425	404	544
426	404	543
427	405	541
428	406	540
429	406	539
430	407	537
431	407	536
432	408	534
433	409	533
434	409	532
435	410	530
436	411	529
437	411	528
438	412	526
439	412	525
440	413	523
441	413	522
442	414	521
443	415	519
444	415	518
445	416	517
446	416	515
447	417	514
448	418	513
449	418	512
450	419	510
451	420	509
452	420	508
453	421	506
454	422	505
455	422	504
456	423	502
457	423	501
458	424	500
459	425	498
460	425	497
461	426	496
462	426	495
463	427	493
464	428	492
465	428	491
466	429	489
467	429	488
468	430	487
469	431	486
470	431	484
471	432	483
472	433	482
473	433	481
474	434	479
475	434	478
476	435	477
477	436	476
478	436	474
479	437	473
480	437	472
481	438	471
482	439	469
483	439	468
484	440	467
485	441	466
486	441	465
487	442	463
488	442	462
489	443	461
490	443	460
491	444	459
492	445	457
493	445	456
494	446	455
495	446	454
496	447	453
497	448	451
498	448	450
499	449	449
500	450	448
501	450	447
502	451	445
503	451	444
504	452	443
505	453	442
506	453	441
507	454	440
508	455	439
509	455	437
510	456	436
511	456	435
512	457	434
513	458	433
514	458	432
515	459	430
516	459	429
517	460	428
518	461	427
519	461	426
520	462	425
521	463	424
522	463	422
523	464	421
524	464	420
525	465	419
526	466	418
527	466	417
528	467	416
529	467	414
530	468	413
531	469	412
532	470	411
533	470	410
534	471	409
535	471	408
536	472	407
537	473	406
538	473	405
539	474	403
540	474	402
541	475	401
542	476	400
543	476	399
544	477	398
545	478	397
546	478	396
547	479	395
548	479	394
549	480	393
550	481	392
551	481	391
552	482	389
553	482	388
554	483	387
555	484	386
556	484	385
557	485	384
558	486	383
559	486	382
560	487	381
561	487	380
562	488	379
563	489	378
564	489	377
565	490	375
566	490	374
567	491	373
568	492	372
569	492	371
570	493	370
571	494	369
572	494	368
573	495	367
574	495	366
575	496	365
576	497	364
577	497	363
578	498	362
579	499	361
580	499	360
581	500	359
582	500	358
583	501	357
584	502	356
585	502	355
586	503	354
587	503	353
588	504	352
589	505	351
590	505	349
591	506	348
592	507	347
593	507	346
594	508	345
595	508	344
596	509	343
597	509	342
598	510	341
599	511	340
600	511	339
601	512	338
602	512	337
603	513	336
604	514	335
605	514	334
606	515	333
607	516	332
608	517	331
609	517	331
610	518	330
611	519	329
612	519	328
613	520	327
614	521	326
615	521	325
616	522	324
617	523	323
618	524	322
619	524	321
620	525	320
621	526	319
622	526	318
623	527	317
624	528	316
625	528	315
626	529	315
627	530	314
628	530	313
629	531	312
630	532	311
631	532	310
632	533	309
633	534	308
634	535	307
635	535	306
636	536	305
637	537	304
638	538	304
639	538	303
640	539	302
641	540	301
642	540	300
643	541	299
644	542	298
645	542	297
646	543	296
647	544	295
648	545	294
649	545	293
650	546	292
651	547	292
652	547	291
653	548	290
654	548	289
655	549	288
656	550	287
657	550	286
658	551	285
659	552	284
660	553	283
661	553	282
662	554	281
663	555	280
664	555	279
665	556	278
666	556	278
667	557	277
668	558	276
669	558	275
670	559	274
671	560	273
672	561	272
673	561	271
674	562	270
675	563	269
676	563	268
677	564	268
678	565	267
679	565	266
680	566	265
681	567	264
682	568	263
683	568	262
684	569	261
685	570	260
686	570	259
687	571	259
688	571	258
689	572	257
690	573	256
691	573	255
692	574	254
693	575	253
694	575	252
695	576	251
696	577	250
697	577	249
698	578	248
699	578	248
700	579	247
701	580	246
702	580	245
703	581	244
704	582	243
705	582	242
706	583	241
707	584	240
708	584	239
709	585	239
710	585	238
711	586	237
712	587	236
713	587	235
714	588	234
715	589	233
716	589	232
717	590	231
718	591	230
719	591	230
720	592	229
721	592	228
722	593	227
723	593	226
724	594	225
725	595	224
726	595	223
727	596	222
728	597	222
729	597	221
730	598	220
731	599	219
732	599	218
733	600	217
734	600	216
735	601	215
736	602	214
737	602	213
738	603	213
739	604	212
740	604	211
741	605	210
742	606	209
743	606	208
744	607	207
745	608	207
746	608	206
747	609	205
748	609	204
749	610	203
750	611	202
751	611	201
752	612	200
753	613	200
754	613	199
755	614	198
756	615	197
757	615	196
758	616	195
759	616	194
760	617	193
761	618	193
762	619	192
763	619	191
764	620	190
765	620	189
766	621	188
767	622	187
768	622	187
769	623	186
770	623	185
771	624	184
772	625	183
773	625	182
774	626	181
775	627	181
776	627	180
777	628	179
778	629	178
779	629	177
780	630	176
781	630	175
782	631	175
783	632	174
784	632	173
785	633	172
786	634	171
787	634	170
788	635	169
789	636	169
790	636	168
791	637	167
792	637	166
793	638	165
794	639	164
795	639	163
796	640	163
797	641	162
798	641	161
799	642	160
800	642	159
801	643	158
802	643	157
803	644	157
804	645	156
805	645	155
806	647	154
807	647	153
808	648	153
809	649	152
810	649	151
811	650	150
812	651	149
813	651	148
814	652	148
815	652	147
816	653	146
817	654	145
818	654	144
819	655	143
820	656	143
821	656	142
822	657	141
823	657	140
824	658	139
825	659	138
826	659	138
827	660	137
828	660	136
829	661	135
830	662	134
831	662	133
832	663	133
833	664	132
834	664	131
835	665	130
836	665	129
837	666	128
838	667	128
839	667	127
840	668	126
841	668	125
842	669	124
843	670	123
844	670	123
845	671	122
846	672	121
847	672	120
848	673	119
849	673	118
850	674	118
851	675	117
852	675	116
853	676	115
854	676	114
855	677	113
856	678	113
857	678	112
858	679	111
859	680	110
860	680	109
861	681	109
862	681	108
863	682	107
864	683	106
865	683	105
866	684	104
867	685	104
868	685	103
869	686	102
870	687	101
871	687	100
872	688	100
873	688	99
874	689	98
875	690	97
876	690	96
877	691	96
878	691	95
879	692	94
880	693	93
881	693	92
882	694	92
883	695	91
884	695	90
885	696	89
886	696	88
887	697	87
888	698	87
889	698	86
890	699	85
891	700	84
892	700	83
893	701	83
894	702	82
895	702	81
896	703	80
897	704	79
898	704	79
899	705	78
900	706	77
901	706	76
902	707	75
903	708	75
904	708	74
905	709	73
906	710	72
907	710	72
908	711	71
909	712	70
910	712	69
911	713	68
912	713	68
913	714	67
914	715	66
915	715	65
916	716	64
917	717	64
918	717	63
919	718	62
920	718	61
921	719	60
922	720	60
923	720	59
924	721	58
925	721	57
926	722	56
927	723	56
928	723	55
929	724	54
930	725	53
931	725	52
932	726	52
933	726	51
934	727	50
935	728	49
936	728	48
937	729	48
938	730	47
939	730	46
940	731	45
941	731	45
942	732	44
943	733	43
944	733	42
945	734	41
946	734	41
947	735	40
948	736	39
949	736	38
950	737	37
951	738	37
952	738	36
953	739	35
954	739	34
955	740	34
956	741	33
957	741	32
958	742	31
959	742	30
960	743	30
961	744	29
962	744	28
963	745	27
964	746	27
965	746	26
966	747	25
967	747	24
968	748	23
969	749	23
970	749	22
971	750	21
972	751	20
973	751	20
974	752	19
975	753	18
976	753	17
977	754	16
978	754	16
979	755	15
980	756	14
981	756	13
982	757	13
983	757	12
984	758	11
985	759	10
986	759	10
987	760	9
988	761	8
989	761	7
990	762	6
991	762	6
992	763	5
993	764	4
994	764	3
995	765	3
996	765	2
997	766	1
998	767	0
999	768	0
